"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Kevin Richards","Athletics (R)","18","42","121","133","30","22","6","2","0","21","13","8","0","32","1","1","2","4","7","0",".248","sa3004880"
"Zach Borenstein","Mets (AAA)","27","133","484","572","120","61","32","2","25","92","90","81","2","182","3","4","0","11","3","4",".248","sa599252"
"Will Craig","Pirates (AA)","23","132","480","549","119","66","30","3","20","73","102","42","1","128","15","12","0","8","6","3",".248","sa738696"
"Brady Policelli","Tigers (A)","23","98","359","400","89","57","19","6","7","43","28","33","0","78","5","1","2","7","19","8",".248","sa918279"
"Jordan Wren","- - -","23","68","238","274","59","43","8","4","4","38","24","29","0","86","4","2","1","4","4","3",".248","sa3002843"
"Omar Renteria","Mexican (AAA)","28","78","238","273","59","51","7","0","1","34","25","24","0","52","3","4","4","7","6","2",".248","sa549398"
"Stephen Wrenn","Astros (AA)","23","121","472","532","117","81","23","4","9","79","55","44","0","138","7","4","5","4","44","10",".248","sa738419"
"Mike Ahmed","- - -","26","79","234","265","58","39","12","2","5","32","23","23","1","79","4","4","0","3","1","1",".248","sa705802"
"Demi Orimoloye","- - -","21","126","468","525","116","78","20","6","12","57","55","41","0","128","12","4","0","9","22","10",".248","sa875027"
"Nigel Calmes","Rays (R)","18","33","113","130","28","25","1","2","0","16","16","15","0","31","1","0","1","3","9","2",".248","sa3006223"
"Vinny Capra","- - -","21","64","226","266","56","35","18","1","2","28","22","29","0","52","4","6","1","1","9","2",".248","sa3006731"
"Bradley Jones","Blue Jays (A+)","23","57","222","237","55","35","13","2","5","24","23","12","0","71","2","1","0","6","3","1",".248","sa918500"
"Chris Baker","Padres (A+)","23","64","218","238","54","38","10","2","4","30","27","13","1","68","4","1","2","3","3","0",".248","sa918365"
"Hansel Moreno","Mets (A)","21","89","319","354","79","51","16","4","8","44","33","24","0","101","4","2","5","3","21","11",".248","sa833676"
"Robert Perez","Mariners (R)","18","32","105","127","26","15","6","0","5","14","18","18","0","34","4","0","0","3","1","3",".248","sa3002851"
"Drew Weeks","- - -","25","87","315","352","78","50","12","5","11","44","41","28","0","81","6","2","1","9","6","4",".248","sa602429"
"Francisco Mepris","Pirates (R)","20","31","105","121","26","22","3","1","0","16","13","16","0","22","0","0","0","3","15","4",".248","sa917363"
"Alay Lago","Braves (AA)","26","80","295","308","73","56","13","2","2","32","25","9","0","34","1","2","0","12","5","2",".247","sa914668"
"Andrew Aplin","- - -","27","78","287","333","71","46","20","0","5","41","36","40","0","56","3","2","1","5","2","1",".247","sa502787"
"Aaron Knapp","- - -","23","95","283","358","70","57","8","4","1","36","27","63","0","68","2","2","8","3","22","6",".247","sa873277"
"Connor Myers","- - -","24","111","376","414","93","71","16","3","3","44","30","29","1","112","3","3","3","5","18","9",".247","sa918641"
"Yeyson Yrizarri","White Sox (A+)","21","101","372","404","92","63","21","2","6","44","46","18","0","75","9","3","2","8","16","7",".247","sa828293"
"Tanner Gardner","Rangers (A-)","22","51","186","207","46","34","6","1","5","23","30","17","0","47","1","3","0","1","6","3",".247","sa915659"
"Alex Kowalczyk","Rangers (A+)","24","102","364","413","90","57","20","1","12","44","44","41","0","122","6","2","0","12","5","0",".247","sa918272"
"Danny Mendick","White Sox (AA)","24","132","453","529","112","73","25","0","14","62","59","57","0","90","10","7","2","6","20","10",".247","sa875320"
"Ynmanol Marinez","- - -","17","65","263","280","65","54","10","1","0","30","34","15","0","44","0","0","2","11","9","5",".247","sa3005716"
"Errol Robinson","Dodgers (AA)","23","117","433","475","107","82","14","1","10","53","50","37","0","104","3","2","0","15","18","9",".247","sa857819"
"Gregor Blanco","Giants (AAA)","34","60","170","194","42","29","7","2","4","20","13","23","0","40","0","0","1","3","2","1",".247","3123"
"Saige Jenco","Dodgers (A+)","23","59","170","206","42","33","8","1","0","25","11","34","0","49","0","1","1","1","7","5",".247","sa873629"
"Rainer Nunez","Blue Jays (R)","17","64","247","272","61","46","12","1","2","35","31","16","0","30","4","5","0","4","2","3",".247","sa3005551"
"Mike Papi","Indians (AAA)","25","83","243","296","60","35","17","1","7","38","26","47","3","78","2","0","4","5","1","1",".247","sa599318"
"Juan Perez","- - -","26","79","239","264","59","34","14","2","9","36","28","19","0","73","3","0","3","5","17","6",".247","sa599306"
"Jason Coats","Rays (AAA)","28","108","397","426","98","52","27","4","15","50","60","24","1","93","3","2","0","4","3","0",".247","14282"
"Mike Marjama","Mariners (AAA)","28","43","158","173","39","23","9","2","5","22","23","11","0","35","2","1","0","9","2","0",".247","12594"
"Abraham Toro-Hernandez","- - -","21","133","474","551","117","63","35","3","16","70","78","62","1","108","11","4","0","9","8","4",".247","sa918020"
"Alex Liddi","Royals (AA)","29","107","393","422","97","53","18","3","23","54","72","25","2","126","2","1","1","9","4","3",".247","5411"
"Jake Adams","- - -","22","111","393","441","97","57","23","2","15","57","54","41","1","113","4","3","0","8","9","6",".247","sa3003962"
"Zach Vincej","Mariners (AAA)","27","109","385","430","95","72","14","3","6","46","51","33","0","64","6","2","4","11","7","5",".247","13269"
"Miller Chacon","Cubs (R)","20","57","154","179","38","29","4","3","2","21","16","13","0","38","11","1","0","3","3","2",".247","sa3003425"
"Oscar Rangel","Red Sox (R)","20","45","154","185","38","25","8","4","1","29","33","24","1","22","2","5","0","1","3","3",".247","sa3005593"
"Jommer Hernandez","Pirates (R)","17","45","150","176","37","31","5","1","0","20","19","17","0","37","4","5","0","3","2","0",".247","sa3005586"
"Larry Ernesto","- - -","17","58","223","243","55","33","15","2","5","42","22","15","1","74","3","2","0","1","9","5",".247","sa3005485"
"Jason Delay","Pirates (A+)","23","67","219","251","54","47","4","1","2","23","21","21","0","51","5","1","4","6","2","0",".247","sa857222"
"Brian Navarreto","Twins (AA)","23","97","357","380","88","65","19","0","4","37","28","14","0","57","6","1","2","18","0","1",".246","sa737817"
"Adrian Sanchez","- - -","27","75","284","311","70","45","17","3","5","28","31","17","2","43","3","4","3","12","12","6",".246","11338"
"Riley Adams","Blue Jays (A+)","22","99","349","409","86","55","26","1","4","49","43","50","2","93","8","2","0","10","3","0",".246","sa829749"
"Marino Campana","Red Sox (A)","20","111","418","460","103","61","19","7","16","54","69","32","2","120","7","2","0","5","2","0",".246","sa872486"
"Tyler Saladino","- - -","28","39","138","165","34","24","4","3","3","23","19","24","0","30","2","1","0","4","10","0",".246","10807"
"Joe DeCarlo","Mariners (AA)","24","58","207","236","51","27","16","0","8","39","30","22","0","53","7","0","0","7","0","0",".246","sa657935"
"Alexis Torres","- - -","20","61","207","233","51","34","13","2","2","27","29","23","0","69","2","1","0","2","3","1",".246","sa918010"
"Ryan Cordell","- - -","26","51","203","221","50","34","10","2","4","18","26","12","0","52","1","4","0","4","8","2",".246","15181"
"Chandler Avant","Mets (A-)","22","43","134","149","33","28","4","0","1","18","12","10","0","16","4","0","1","3","5","4",".246","sa3006778"
"Donivan Williams","Cardinals (R)","18","55","199","230","49","35","8","1","5","36","30","25","0","71","4","2","0","8","7","3",".246","sa3004950"
"Miguel Marte","Yankees (R)","17","49","195","214","48","27","13","7","1","26","25","11","0","44","5","3","0","4","10","6",".246","sa3005573"
"Geyber Jimenez","Blue Jays (R)","17","41","130","147","32","25","5","1","1","14","14","16","0","35","0","1","0","3","2","3",".246","sa3005906"
"Colby Schultz","- - -","23","40","130","154","32","27","3","2","0","13","24","16","0","29","3","1","4","3","4","2",".246","sa3007099"
"Edgar Martinez","- - -","17","55","191","225","47","36","9","2","0","29","14","24","0","49","5","1","4","0","15","13",".246","sa3005790"
"Zach Clark","Brewers (A)","22","108","382","427","94","63","15","8","8","50","35","36","0","166","4","1","4","1","19","12",".246","sa915718"
"Jesus Bastidas","Yankees (A-)","19","56","191","214","47","40","5","1","1","24","16","14","0","48","5","1","3","9","3","3",".246","sa916969"
"Drew Ellis","Diamondbacks (A+)","22","120","443","502","109","59","34","1","15","57","71","52","0","98","5","2","0","14","2","6",".246","sa3004687"
"Ryan Fitzpatrick","White Sox (R)","23","41","126","160","31","18","7","0","6","21","15","16","1","32","14","1","3","2","0","0",".246","sa3007323"
"Issmael Salas","- - -","35","146","488","553","120","88","19","0","13","58","65","40","2","73","2","13","8","19","3","0",".246","sa201344"
"Dylan Carlson","- - -","19","112","423","498","104","68","22","3","11","68","62","62","4","88","7","5","1","15","8","3",".246","sa917940"
"Ben Breazeale","Orioles (A)","23","73","240","275","59","45","10","1","3","28","25","33","0","59","2","0","0","12","0","1",".246","sa3002753"
"Dylan Cozens","Phillies (AAA)","24","88","297","348","73","33","17","2","21","49","58","46","3","124","1","4","0","2","9","6",".246","15115"
"L.J. Mazzilli","- - -","27","83","236","265","58","35","16","0","7","29","26","22","0","45","4","2","1","6","2","2",".246","sa577753"
"Rayder Ascanio","Cardinals (A)","22","66","236","259","58","48","6","0","4","27","18","19","0","36","3","1","0","5","3","5",".246","sa735861"
"Colby Bortles","Tigers (A)","23","115","407","461","100","68","27","0","5","42","53","43","0","121","6","5","0","4","5","5",".246","sa874213"
"Luis De Los Santos","Blue Jays (R)","20","62","232","260","57","37","8","5","7","45","33","15","0","59","7","3","2","2","9","2",".246","sa917822"
"Leody Taveras","Rangers (A+)","19","132","521","580","128","100","16","7","5","65","48","51","1","96","0","1","7","6","19","11",".246","sa912520"
"Carlos Rivero","Mexican (AAA)","30","28","114","125","28","18","7","0","3","14","14","11","0","24","0","0","0","3","0","0",".246","1136"
"Connor Grant","Marlins (R)","21","35","114","129","28","21","6","0","1","23","8","12","0","23","1","1","1","0","16","3",".246","sa3006922"
"J.B. Woodman","Cardinals (A+)","23","68","228","257","56","40","9","1","6","30","29","23","0","106","2","2","2","1","1","3",".246","sa738989"
"Andrew Guillotte","- - -","25","114","342","397","84","64","17","1","2","54","30","43","2","72","3","7","2","5","10","8",".246","sa876089"
"Yosmany Guerra","Mexican (AAA)","35","84","281","348","69","52","15","2","0","38","20","57","3","45","1","0","9","8","4","4",".246","sa714135"
"Connor Kaiser","- - -","21","47","167","193","41","35","4","0","2","21","17","17","1","46","2","4","3","2","7","2",".246","sa3007823"
"James Ramsey","- - -","28","48","167","191","41","34","3","0","4","27","16","22","0","54","2","0","0","4","3","2",".246","sa599239"
"Blake Trahan","Reds (AAA)","24","129","444","510","109","89","17","1","2","55","31","49","2","104","5","0","12","12","6","3",".245","17588"
"Tristen Lutz","Brewers (A)","19","119","444","503","109","60","33","3","13","63","63","46","0","139","6","6","1","11","9","3",".245","sa3004968"
"Jack Larsen","- - -","23","114","387","462","95","55","21","6","13","59","70","67","2","136","6","2","0","7","2","4",".245","sa3004840"
"Leudy Pena","Cardinals (R)","17","29","110","122","27","17","6","1","3","13","13","10","1","31","2","0","0","2","0","0",".245","sa3005726"
"Mike Torres","Tigers (R)","20","38","110","123","27","22","5","0","0","18","4","11","0","34","1","1","0","0","6","3",".245","sa917012"
"Alvaro Gonzalez","Tigers (R)","17","46","163","194","40","29","4","6","1","19","17","23","0","36","5","2","1","1","8","9",".245","sa3005715"
"Nicholas Shumpert","- - -","21","50","163","178","40","23","12","3","2","28","18","10","0","52","3","2","0","2","7","3",".245","sa875232"
"Josue Herrera","Orioles (R)","21","64","216","255","53","40","8","1","4","30","18","34","0","42","5","0","0","2","5","5",".245","sa828287"
"Heliot Ramos","Giants (A)","18","124","485","535","119","76","24","8","11","61","52","35","0","136","13","1","1","9","8","7",".245","sa3004693"
"Garrett McCain","Tigers (A)","22","85","269","319","66","54","11","1","0","39","23","38","0","73","12","0","0","2","6","9",".245","sa915823"
"Brandon Grudzielanek","Blue Jays (A)","23","88","322","366","79","58","12","4","5","43","35","35","2","84","4","5","0","10","9","2",".245","sa3005058"
"Christopher Bec","Blue Jays (A-)","22","49","159","191","39","27","8","1","3","25","21","27","0","34","1","4","0","3","16","0",".245","sa3006727"
"Cesar Garcia","Diamondbacks (R)","20","46","159","187","39","23","11","3","2","28","23","20","0","33","5","1","0","1","12","4",".245","sa3007039"
"Grant Witherspoon","Rays (R)","21","56","212","235","52","36","8","3","5","33","31","18","0","59","3","1","1","4","8","1",".245","sa3007047"
"Jefrey Ramos","Braves (A)","19","122","469","503","115","69","24","6","16","57","69","27","1","89","4","3","0","17","2","0",".245","sa923039"
"Dillon Persinger","- - -","22","106","363","418","89","64","19","1","5","45","33","36","0","107","11","4","4","12","2","7",".245","sa876069"
"Adam Lind","- - -","34","70","257","283","63","39","13","0","11","33","46","22","2","53","0","4","0","7","0","1",".245","8027"
"Enyerberth Ascanio","Yankees (R)","17","34","102","141","25","18","7","0","0","20","19","25","1","29","11","3","0","2","0","2",".245","sa3005908"
"Daniel Angulo","- - -","19","37","102","123","25","22","1","2","0","22","4","16","0","14","2","1","2","3","5","2",".245","sa3006596"
"Connor Fitzsimons","- - -","23","73","253","283","62","45","10","1","6","35","33","22","0","87","7","1","0","3","3","1",".245","sa913270"
"Josh Ockimey","- - -","22","117","404","481","99","56","21","2","20","53","71","70","1","149","2","5","0","4","1","1",".245","sa829375"
"Roman Ruiz","Diamondbacks (R)","17","39","151","166","37","28","7","2","0","12","18","11","0","32","3","1","0","4","9","1",".245","sa3005546"
"Leandro Emiliani","Nationals (R)","18","43","151","165","37","21","12","1","3","21","23","9","1","32","2","2","1","4","0","0",".245","sa3006897"
"Matthew Jarecki","- - -","22","42","151","177","37","18","13","2","4","28","20","15","0","34","9","1","1","1","10","6",".245","sa3006940"
"Craig Dedelow","White Sox (A)","23","129","502","540","123","72","33","6","12","60","69","30","3","128","5","0","3","5","2","2",".245","sa918840"
"Brendon Sanger","- - -","24","106","351","419","86","61","15","1","9","49","45","59","1","85","2","3","0","12","4","4",".245","sa858055"
"Alfredo Balbuena","Rays (R)","19","53","200","227","49","34","9","4","2","35","27","20","1","39","2","4","1","7","13","4",".245","sa917462"
"Jecorrah Arnold","Red Sox (R)","19","42","147","174","36","27","8","0","1","25","14","19","0","35","8","0","0","3","0","0",".245","sa3004508"
"Domingo Martinez","Mets (R)","23","41","147","167","36","24","10","0","2","24","13","15","0","38","5","0","0","5","1","0",".245","sa872570"
"Luke Williams","Phillies (A+)","21","110","388","437","95","72","13","1","9","51","43","35","1","76","9","4","1","4","14","7",".245","sa874987"
"Jose Garcia","Reds (A)","20","125","482","517","118","86","22","4","6","61","53","19","0","112","12","1","3","11","13","9",".245","sa3005385"
"Ryne Ogren","- - -","21","56","192","222","47","34","9","1","3","26","31","23","0","44","5","2","0","1","5","1",".245","sa3006726"
"Rodrigo Vigil","Marlins (AA)","25","83","286","313","70","52","13","0","5","26","22","10","1","37","9","3","5","3","1","1",".245","sa547818"
"Ricardo Valencia","Rangers (A+)","25","47","143","163","35","22","10","0","3","21","12","16","0","39","1","3","0","5","0","0",".245","sa658082"
"Osmy Gregorio","Rays (R)","20","39","143","165","35","24","6","2","3","25","21","15","0","31","4","2","1","4","6","2",".245","sa917348"
"Luis Asuncion","Padres (A-)","21","63","237","251","58","34","18","0","6","34","28","10","0","67","4","0","0","3","3","3",".245","sa828272"
"Reniel Ozuna","- - -","19","67","237","276","58","48","7","1","2","30","30","35","1","69","0","3","1","4","3","5",".245","sa917151"
"Debby Santana","Reds (R)","17","50","188","200","46","29","7","4","6","23","25","10","0","45","2","0","0","8","0","0",".245","sa3003210"
"Korey Holland","Indians (R)","18","31","94","120","23","19","3","1","0","20","12","23","0","30","2","1","0","0","7","1",".245","sa3008249"
"Nick Rickles","Phillies (AAA)","28","57","188","199","46","32","7","0","7","14","26","7","0","43","1","3","0","3","0","0",".245","sa546837"
"Ka'ai Tom","Indians (AA)","24","121","421","484","103","66","21","4","12","60","64","46","1","102","10","6","1","4","13","10",".245","sa875069"
"Rafael Jimenez","Diamondbacks (R)","18","61","233","255","57","41","7","2","7","30","33","20","1","78","1","1","0","2","1","0",".245","sa3002695"
"Luis Mendez","- - -","25","77","233","264","57","40","11","1","5","31","37","24","0","52","2","2","3","5","4","2",".245","sa548109"
"Tyler Ladendorf","- - -","30","45","139","163","34","26","7","0","1","23","13","21","0","20","1","2","0","2","0","2",".245","3211"
"Austen Wade","- - -","22","79","278","325","68","47","17","1","3","28","24","42","0","81","2","1","2","5","8","5",".245","sa3004930"
"Jefferson Encarnacion","Phillies (R)","16","68","229","261","56","50","3","3","0","28","17","26","1","57","4","2","0","3","5","10",".245","sa3005780"
"Dylan Burdeaux","Tigers (A+)","24","102","364","398","89","65","16","2","6","49","43","26","0","95","5","3","0","11","4","2",".245","sa3004172"
"Charlie Tilson","White Sox (AAA)","25","67","270","292","66","54","12","0","0","27","25","16","0","52","1","1","4","2","10","2",".244","12983"
"Jaff Decker","- - -","28","39","135","163","33","20","10","0","3","24","14","25","1","49","2","1","0","2","2","2",".244","7945"
"Wes Rogers","- - -","24","106","360","403","88","67","12","1","8","47","49","32","0","92","3","4","4","6","24","7",".244","sa658668"
"Carlos Vidal","Yankees (A)","22","79","270","312","66","41","16","6","3","35","27","35","0","56","2","4","1","9","5","4",".244","sa828715"
"Tate Blackman","White Sox (A)","23","129","450","527","110","73","18","2","17","67","65","62","2","153","9","5","1","6","6","5",".244","sa829257"
"Joe McCarthy","- - -","24","53","180","216","44","22","13","1","8","31","27","29","0","52","4","3","0","2","4","1",".244","sa858039"
"Jake Scudder","Nationals (A)","23","86","311","345","76","50","19","0","7","36","55","25","0","66","5","4","0","8","1","2",".244","sa3004512"
"Nick Longhi","- - -","22","90","266","291","65","49","14","0","2","28","36","15","0","65","7","3","0","6","1","0",".244","sa738434"
"Jose Guardo","Rangers (R)","19","54","176","216","43","28","9","1","5","27","25","20","0","49","15","3","2","1","3","2",".244","sa3003409"
"Brock Carpenter","Dodgers (A)","23","50","176","196","43","24","11","4","4","19","17","19","0","61","1","0","0","4","2","1",".244","sa738974"
"Jake Gatewood","Brewers (AA)","22","94","352","388","86","47","19","1","19","45","59","28","2","114","3","5","0","4","2","0",".244","sa828685"
"Chris Betts","- - -","21","72","262","302","64","37","17","0","10","37","42","33","1","60","2","4","1","6","0","0",".244","sa874791"
"Daniel Amaral","Pirates (A-)","21","58","217","247","53","38","5","5","5","32","24","23","0","46","5","1","1","1","25","6",".244","sa3006712"
"Tyler Gaffney","- - -","27","89","258","304","63","41","13","3","6","47","36","21","0","54","23","1","1","6","14","5",".244","sa658578"
"Richie Fecteau","Angels (A+)","24","84","299","327","73","48","13","8","4","37","37","20","0","97","2","1","2","2","2","2",".244","sa827319"
"Alfredo Gonzalez","- - -","25","64","213","238","52","42","8","0","2","22","17","19","0","63","3","1","2","4","2","1",".244","14267"
"Trey Cabbage","Twins (A)","21","99","340","375","83","49","22","4","8","34","45","28","2","119","4","3","0","5","3","0",".244","sa875022"
"Cam Gibson","- - -","24","114","381","454","93","66","14","5","8","58","52","55","0","104","6","5","6","1","22","8",".244","sa659281"
"Evan Marzilli","- - -","27","56","168","196","41","28","9","2","2","31","17","26","0","54","2","0","0","0","5","2",".244","sa621523"
"Gabriel Mejia","- - -","22","47","168","191","41","33","6","2","0","19","15","17","0","28","1","4","1","5","9","5",".244","sa828213"
"Art Charles","Mexican (AAA)","27","60","209","251","51","29","9","1","12","35","42","37","2","74","2","3","0","1","0","0",".244","sa503326"
"Cameron Baranek","- - -","23","82","291","322","71","54","10","1","6","44","39","26","0","79","2","3","0","6","11","8",".244","sa3004281"
"Derian Perez","Indians (R)","18","46","123","145","30","26","4","0","0","15","13","15","0","25","3","2","2","0","5","6",".244","sa3002844"
"Reissel Silvestre","Rays (R)","20","42","123","148","30","24","6","0","0","25","10","21","0","36","3","0","1","0","7","13",".244","sa3005537"
"Mariano Dotel","- - -","18","48","164","178","40","31","5","4","0","24","9","7","0","34","5","0","2","1","13","5",".244","sa3005589"
"Jon Kemmer","- - -","27","116","410","463","100","54","24","5","17","57","62","42","2","125","9","2","0","7","5","2",".244","sa738208"
"Kyle Lewis","- - -","22","86","328","363","80","45","26","0","9","39","52","28","0","87","3","4","0","11","1","0",".244","sa857836"
"Tyler Neslony","Braves (AA)","24","125","451","491","110","80","24","2","4","49","48","35","2","108","1","4","0","13","9","5",".244","sa918131"
"Geraldi Diaz","Nationals (R)","17","53","160","204","39","23","12","3","1","20","28","29","0","31","13","1","1","1","3","2",".244","sa3002635"
"Myles Schroder","Giants (AAA)","30","90","279","302","68","42","15","2","9","34","24","12","1","84","7","2","2","1","5","3",".244","sa392193"
"Ryan Ripken","Orioles (A)","24","106","398","421","97","78","12","0","7","38","44","20","0","77","1","1","0","13","0","0",".244","sa658502"
"Aaron Altherr","Phillies (AAA)","27","34","119","134","29","22","5","0","2","15","12","14","0","37","0","1","0","3","4","0",".244","11270"
"Enmanuel Valdez","Astros (A-)","19","63","238","264","58","33","16","1","8","40","22","22","0","53","2","2","0","6","11","6",".244","sa917288"
"Jake Stone","- - -","23","59","197","224","48","30","9","4","5","32","21","22","0","54","0","3","2","2","7","4",".244","sa3004305"
"Darick Hall","- - -","22","128","468","530","114","65","22","1","26","68","87","36","3","118","21","5","0","16","2","0",".244","sa918293"
"Tyler Marlette","Braves (AA)","25","126","423","474","103","72","18","1","12","58","52","49","2","105","2","0","0","13","5","2",".243","sa597836"
"Orlando Garcia","Giants (A)","22","123","423","501","103","76","17","2","8","59","40","57","1","137","10","7","4","4","9","6",".243","sa915658"
"Oswaldo Pina","Cubs (R)","19","67","230","267","56","39","10","5","2","41","28","32","0","67","0","4","1","6","28","4",".243","sa3003214"
"David Clawson","- - -","21","38","115","127","28","18","8","2","0","13","16","9","0","28","0","3","0","1","1","0",".243","sa3007507"
"Lolo Sanchez","Pirates (A)","19","114","378","441","92","69","18","1","4","57","34","41","1","72","5","5","12","3","30","13",".243","sa917767"
"Matt Jones","- - -","26","46","148","164","36","27","5","0","4","16","22","14","1","55","1","1","0","1","0","1",".243","sa874481"
"Agustin Marte","Twins (R)","19","33","111","122","27","21","4","0","2","17","9","8","0","25","0","1","2","3","4","1",".243","sa916999"
"Jake Peter","Dodgers (AAA)","25","107","329","365","80","59","10","4","7","44","34","29","1","95","5","2","0","3","4","4",".243","sa829115"
"Jhonkensy Noel","Indians (R)","16","64","218","260","53","32","11","0","10","34","34","25","0","58","14","1","2","2","6","4",".243","sa3005579"
"Deury Carrasco","- - -","18","45","144","163","35","24","5","5","1","20","10","17","0","44","1","0","1","0","17","7",".243","sa3003330"
"Juan De Leon","Yankees (R)","20","43","144","165","35","19","9","2","5","24","23","15","0","57","6","0","0","1","6","0",".243","sa872565"
"Griffin Conine","- - -","20","57","214","239","52","28","15","2","7","25","33","20","1","65","3","2","0","4","5","0",".243","sa876060"
"Charlie Madden","- - -","22","34","107","125","26","19","5","0","2","15","18","15","0","31","1","2","0","1","0","0",".243","sa918568"
"Ricardo Genoves","Giants (A-)","19","50","177","202","43","33","9","0","1","22","13","14","0","39","9","1","1","6","0","0",".243","sa916844"
"Cesar Izturis Jr.","- - -","18","57","210","229","51","40","10","0","1","30","16","13","0","51","4","0","2","3","5","3",".243","sa3002847"
"Juan Querecuto","Mariners (R)","17","64","243","280","59","46","8","2","3","37","29","25","0","54","8","2","2","3","3","6",".243","sa3005721"
"Brian O'Keefe","Cardinals (A+)","24","73","243","288","59","30","23","0","6","37","44","40","1","49","4","1","0","8","0","0",".243","sa829152"
"Chris Dominguez","Nationals (AAA)","31","84","276","304","67","41","16","1","9","31","45","16","1","83","6","6","0","7","7","4",".243","9718"
"Austin Athmann","Tigers (A+)","23","76","276","299","67","55","11","1","0","23","29","17","0","63","5","1","0","4","1","0",".243","sa918297"
"Steve Lombardozzi","Athletics (AAA)","29","120","412","480","100","81","15","3","1","67","42","51","2","64","2","9","6","11","4","7",".243","5422"
"Oscar Olivares","Orioles (R)","19","56","202","229","49","35","12","2","0","32","26","22","0","55","3","2","0","3","4","1",".243","sa3005020"
"Akil Baddoo","Twins (A)","19","113","437","517","106","62","22","11","11","83","40","74","1","124","1","3","2","4","24","5",".243","sa917953"
"Melvin Mercedes","- - -","26","79","235","282","57","45","7","4","1","32","31","41","0","53","3","2","1","4","5","6",".243","sa658283"
"Adrian Valerio","Pirates (A+)","21","117","466","500","113","80","26","1","6","51","49","15","1","101","1","2","16","9","11","4",".242","sa828164"
"Miguel Pena","- - -","20","41","132","150","32","30","1","1","0","15","16","12","1","27","3","3","0","1","2","3",".242","sa3003201"
"John Norwood","Marlins (AA)","25","123","396","439","96","69","18","2","7","41","32","41","0","120","0","1","0","11","14","9",".242","sa598986"
"David Olmedo-Barrera","Rays (A+)","24","40","132","142","32","19","9","2","2","25","17","7","0","33","1","2","0","1","2","0",".242","sa658954"
"Kevin Watson Jr.","- - -","19","50","161","191","39","26","7","4","2","24","25","24","1","57","4","1","1","1","8","3",".242","sa3005151"
"Harrison Dinicola","- - -","21","48","161","192","39","28","9","1","1","16","14","28","0","43","2","1","0","5","5","2",".242","sa3006928"
"Alfredo Escalera","- - -","23","49","161","182","39","28","6","0","5","28","18","15","0","45","3","3","0","1","9","2",".242","sa658111"
"Kendy Moya","Angels (R)","19","53","161","216","39","26","8","5","0","27","23","46","0","39","6","2","1","4","9","6",".242","sa917443"
"Trevor Brown","Giants (AAA)","26","41","128","145","31","27","4","0","0","11","12","16","1","24","1","0","0","6","2","0",".242","13895"
"Chance Sisco","Orioles (AAA)","23","38","128","151","31","23","5","0","3","22","12","16","1","36","5","2","0","4","0","0",".242","15694"
"Matt McBride","Phillies (AAA)","33","60","190","223","46","22","13","1","10","30","26","26","1","42","1","2","4","5","0","1",".242","9373"
"Wynton Bernard","- - -","27","98","252","274","61","43","12","3","3","30","22","16","0","52","2","0","2","10","25","4",".242","sa658999"
"Reece Hampton","- - -","21","48","157","187","38","27","7","3","1","22","10","28","2","29","1","1","0","2","8","4",".242","sa3007055"
"Jorge Martinez","- - -","21","53","157","188","38","28","8","2","0","24","18","27","1","22","3","1","0","3","7","2",".242","sa917117"
"Josh Stephen","Phillies (A)","20","99","314","337","76","53","17","2","4","28","35","19","0","71","2","2","0","3","4","1",".242","sa918203"
"Raul Rivas","Phillies (A+)","21","104","343","373","83","66","10","4","3","46","35","22","0","69","3","2","3","7","10","6",".242","sa871433"
"Jhoan Paulino","Athletics (R)","17","55","186","208","45","36","9","0","0","15","21","16","0","42","2","1","3","1","11","2",".242","sa3005563"
"Austin Dennis","Astros (A-)","21","53","186","208","45","33","11","0","1","28","13","19","1","30","1","2","0","6","16","4",".242","sa3007650"
"David Lozano","- - -","20","41","124","146","30","26","3","1","0","29","10","15","0","13","2","2","3","4","10","6",".242","sa917120"
"Alex Perez","- - -","25","100","339","385","82","69","11","2","0","39","34","41","0","77","2","3","0","6","2","1",".242","sa858057"
"Patrick Leonard","White Sox (AAA)","25","124","430","480","104","62","29","2","11","43","50","43","3","145","4","2","1","9","3","2",".242","sa597839"
"Edwin Espinal","Tigers (AAA)","24","100","335","383","81","67","8","0","6","38","24","40","1","65","5","2","1","12","0","0",".242","sa596971"
"Jean Carlos Arias","- - -","20","96","364","386","88","59","12","12","5","41","35","16","1","82","2","2","2","3","9","7",".242","sa872811"
"Tyler Friis","- - -","22","79","273","318","66","46","15","2","3","40","33","39","0","35","1","2","2","2","8","5",".242","sa915593"
"Blake Tiberi","- - -","23","114","393","459","95","70","18","2","5","65","38","58","0","84","4","4","0","7","6","1",".242","sa874235"
"Chad De La Guerra","- - -","25","102","389","432","94","61","15","2","16","57","58","33","2","117","7","3","0","7","6","1",".242","sa875729"
"Rehybell Perozo","Rangers (R)","18","64","207","242","50","36","8","4","2","32","31","31","1","62","2","1","1","2","5","0",".242","sa3003243"
"Ariel Sandoval","Mariners (A)","22","129","472","525","114","74","19","3","18","78","56","47","1","173","3","3","0","5","14","7",".242","sa736970"
